tweet_119,oh men really see face mon guys,4
tweet_120,sole supporter sole supporter,4
tweet_121,hate finish work still 25 hours left work time,8
tweet_122,emilyyy16 urgh stop guys,4
tweet_123,nzdeany given pizza kids would never let fav hot ones,1
tweet_124,up reading tabloids people lives thinking gonna mine baby leaves,4
tweet_125,barbschaefer yearling pet home died sad whole family,1
tweet_126,fun sun hmmm hell cold,3
tweet_127,heresmyhello92 we hate change course we fans life lt oh met rob something went horribly wrong,1
tweet_128,feeling sad reason http,4
tweet_129,uploaded new blog painful story 80s year old man cried wanted die sad,1
tweet_130,juneyee think want details,3
tweet_131,jackgraycnn hi who mary poppins,3
tweet_132,last tweet send bad phone,3
tweet_133,relly1 omg ur alive lol 2day gone sooo slow going insane grrr you anything tonight,7
tweet_134,have headache going bed goodnight,0
tweet_135,taxidermi watching parental control,3
tweet_136,jessijaejoplin get california vintage ahahah best dresses want dont ebay,7
tweet_137,took shift tomorrow really feel like working right,1
tweet_138,money phone,1
tweet_139,bern morley in bris hear thunder,5
tweet_140,bec vs fat food winner fat food weeknend ill beat,5
tweet_141,dream pretty pretty beach beach woke,5
tweet_142,xdjio have 3ware 9650se fast enough 3x x25 ssd raid5 800mhz iop hpt might try adaptec 5405 2ghz,1
tweet_143,da heck garage man get ask when,5
tweet_144,melluffsyew umm yeah that probably pretty good note self eeeeeewwwwwwww,8
tweet_145,plane tickets expensive,4
tweet_146,wendyisastar melluffsyew umm yeah that probably pretty good note self eeeeeewwwwwwww,7
tweet_147,alexandergwhite daaammmnnnnn wish,1
tweet_148,went di bella coffee roasters today asked job the person needed speak holiday fb,4
tweet_149,dymediva23 nite now bored opposed almost sleep frm,0
tweet_150,bad friend,1
tweet_151,rlcpbiatch happy birthdayyy hope awesome day see next last night,3
tweet_152,sparkdawgmusic im shit right im vacation got workin,8
tweet_153,only1kcj guess go girlie still gym work 30am,3
tweet_154,would wish severe migrains would stop doc prescriptions arent working,8
tweet_155,bobbyedner missed game,6
tweet_156,moggy99 no internet last night er brill massive explosion end nearby gas works er standby,1
tweet_157,bloomsday16 sorry hear here optimist things get better for us,1
tweet_158,tired insomnia,8
tweet_159,juiceegapeach hungry fool ill probably never see krispy kreme had enjoy they closing,3
tweet_160,yelgiuqnayr airport didnt show tonight homo,3
tweet_161,mrrathbone,3
tweet_162,looking desktop twitter app actually let access urls suggestions liked twittle linking,3
tweet_163,why completing facebook quizzes time morning especially friday morning,5
tweet_164,lizzziemonster amp jamiejamess soooo hungry,3
tweet_165,munchkinhugs like possibility left side brain hurting thing called vp shunt possible death,4
tweet_166,had cancel wow,1
tweet_167,wants make music profile money know write music know play instrument studio,4
tweet_168,fairyfroggie but yeah sad quot ravenclaw quot account love account bits,1
tweet_169,it 15 am hear helicopter flying house that kind weird in news headache back booooo,4
tweet_170,sugar oh always lt,4
tweet_171,took math test today the day test teacher says bring calculator luke confident teacher decided calcs,9
tweet_172,omg concert awesome madrigals gave chills almost every piece brooks also called alumni didnt get go,9
tweet_173,up late nothin,1
tweet_174,homework sux big time maths worst,4
tweet_175,3wordsaftersex never started,3
tweet_176,sometimes wish things could go back way beginning last summer,1
tweet_177,downloaded new twitterfon update thinking fixing typing problem new tweets,4
tweet_178,tarng trudy burnet one north one goes,0
tweet_179,kateisbored feel way guess matter always memes,1
tweet_180,can 30 minutes treadmill done 30 minutes today already gonna 20 minutes,9
tweet_181,with friends like vaiko nedumaran ltte need enemies wrong advice wrong time led numerous deaths amp lost cause well,3
tweet_182,work day,4
tweet_183,chillin roomies can wait zombie clwn cr its gonna weeks,9
tweet_184,superjerry no refunds retrieve accounts takes like week just hoping thief use hacks permaban,4
tweet_185,mysticnz im cries lol,3
tweet_186,gurlstrange epicentre wheelock place 250 units amp tourists starting today,5
tweet_187,hate new mt dew commercial one giant mosquito scares grosses time,8
tweet_188,come knight it well hours,3
tweet_189,super keen drive home rain additional concentration required really wanna deal,4
tweet_190,foxxfiles aw let secret,5
tweet_191,freshypanda im sorry think stick least compared used look like,5
tweet_192,transport church wont making im crushed oh well time assignments suppose my throat really hurts,4
tweet_193,lies lies lies cant avoid lie practically everything,8
tweet_194,twittascope not rocking socks go away already,3
tweet_195,driving back home forgot piece cake era,3
tweet_196,seemouserun tried jumping without trampoline like thud thud eaten cookie http,4
tweet_197,everytime send email coach feel need practice shitty balls lol,1
tweet_198,it pissing letting follow ericka,1
tweet_199,mums trying make feel ebtter stopping voting adn winning shortstack almost cried,1
tweet_200,msz rockstar umm bout em aint get see da game see dey survived anotha game da series due notin lebron im guessin,0
tweet_201,forgot live jonas brothers facebook,4
tweet_202,seen muffin two whole days,1
tweet_203,yumifujii miss back give lesleyboudy regards,1
tweet_204,gap year going quick,5
tweet_205,admit bit bummed friends walking today,4
tweet_206,jennyvokals girl blunt soooooooo thoughts right absolutly great day stressors come home,3
tweet_207,twitter hacked,4
tweet_208,just found mj mouse flats djs of course none left size,1
tweet_209,passingcarss wont time buy need new binder pa,3
tweet_210,lanacaitlin hahaha well try ugly,8
tweet_211,jmoriarty even want know why know vhemt go miss,4
tweet_212,ooochelcyooo that awesome we weekend go moving sat lot fun though,7
tweet_213,night night twitter world still cant believe thomas thing tomorrow gunna fun sad,3
tweet_214,princess oats happening,3
tweet_215,qi tah oh hugs,5
tweet_216,oxygen8705 bored talking someone busy something else kinda bummer idk,3
tweet_217,xoshayzers knoww things samee lt,1
tweet_218,vinylvickxen kno doooo yall partyin,9
tweet_219,okay twitter suddenly changed respond messages,4
tweet_220,ugh dad told read article kavya shivashankar spellin bee girl like,3
tweet_221,going sleep gonna fall asleep playing apps tmrw going suck,1
tweet_222,thabillcollecta yea gotta be up at 30,3
tweet_223,hate bf beats da dogs but guess way teach pitts,8
tweet_224,believe metal gear solid song stolen disappointed http,1
tweet_225,think may broke toe bar tonight thanks drunk girl steppin,8
tweet_226,not one sale done today work explored balconies big theater coworkers fun day void chili fries tips,3
tweet_227,sillybabyjulie,3
tweet_228,digenis story reminds living portugal,3
tweet_229,jhicks youre diabetic dad amp might sure still allowed eat sugar throughout day,3
tweet_230,spilled beer leg wasted half beer home met cute girl good conversation,9
tweet_231,roommate tess tickle loves ignore,8
tweet_232,superfiasco make nachos tomorrow better would made,3
tweet_233,mydailyroutine yeahhh amp dont judge pillow,3
tweet_234,scary lightning thunder glad going sleep hope late school tomorow haha,11
tweet_235,teeth head hurts,1
tweet_236,hate rob zombie movies amp smell weed vommmm,1
tweet_237,jcwentz maths science strongest think dunno bout geography like day study year work,8
tweet_238,waiting line tryst,10
tweet_239,got home wanting read last chaper breaking dawn cause dont want beover,4
tweet_240,need held gnite,4
tweet_241,hanging sam billy veronica going school tomorrow take sam body shops dang car accidents,4
tweet_242,arrested development sad,1
tweet_243,omg keep losing followers sad want 90 one day thats goal,1
tweet_244,feel deflated no doggy,1
tweet_245,blood rain wanna see hair hows everyone,4
tweet_246,empty trash mac one the most difficult things ever done life 000 pictures gone,1
tweet_247,aww pray arroyo family everyone,4
tweet_248,babsi manual process taking 4ever outlook database pffff crappy msft product,3
tweet_249,wuzzyangel you never answered dm sent need info,4
tweet_250,am trying get pilot first season friday night lights oh gosh pass tissue,4
tweet_251,mona26 aw headed cancelled trip aussie,1
tweet_253,oh nevermind think this thing is unsalvageable,3
tweet_254,lyin bed faaaaar early,3
tweet_255,sad christian lacroix file bankruptcy,1
tweet_256,dont feel good at all fuckkk,1
tweet_257,agree work double shift,10
tweet_258,djvinceadams ohh poor girl email relying october mr,4
tweet_259,when medhurst play,3
tweet_260,aarrgghh fu hose leaked water new floating floor,8
tweet_261,have go dreaded dmv tomorrow,1
tweet_262,duncm bit ben thai ed,3
tweet_263,english class working interactive orals,9
tweet_264,sharonhayes thank rec work,4
tweet_265,my puppy gizmo h8s haha he still growls always look back long pruple scar fingie,4
tweet_266,know ima work tomorrow wit body dis sore ugh,4
tweet_267,11,3
tweet_268,becjee yeah plus little far walk pinocchio sushi,3
tweet_269,taylor swift joe jonas looked really good together kinda sad broke,1
tweet_270,lady across way miscarriage say prayer,4
tweet_271,god want sleep,1
tweet_272,ksutt11 ohhhh thunderstorms boo always make power go,8
tweet_273,feel deflated no doggy,4
tweet_274,found book starting real paper bound journal tonight have annoying zit lip makes look like herpes,1
tweet_275,ratt rocked nashville tonite one thing sucked no encore like in the 80 they still have fun show pearcy has that hott bad boy look,8
tweet_276,feeling bad got bad news mum,4
tweet_277,realblackwidow but dun wanna,1
tweet_278,justinodom dbl booooooo sick flippin blows bahaha kno dont many friends either feel lame haha,1
tweet_279,brettyrocks thats thinking time gonna,3
tweet_280,feel like working think tweet often,4
tweet_281,feels sick stomach idkk whyy,1
tweet_282,justintevya dude saw sf pics looks like mini excursion pretty kick ass see sun tho,5
tweet_283,home safely hungry,11
tweet_284,hello jodie um thrown jarewolf van yesterday taken er,1
tweet_285,got final table went third don think getting free seat,4
tweet_286,work morning friends get party stupid bberry lite flashing red messages,8
tweet_287,fb boring wanna sing right now,9
tweet_288,judyrey the link work,1
tweet_289,deedubau hahaha know anyone anything except powers lol live bubble,3
tweet_290,the humpalow um ya think cell dying,4
tweet_291,love like war easy begin hard end fiuuhh,3
tweet_292,heavenjones ur supposed bk tho,5
tweet_293,cosmiclagoon did know shortage shells crabs use beach due beach combers it sad,4
tweet_294,oh nighty night,5
tweet_295,celldweller must new music sleep give us chapter might die first though hurry,9
tweet_296,stupid tooooth hurts,1
tweet_297,it sad economy just heard another friend losing job sad but reminder,4
tweet_298,one84 those suck bad,8
tweet_299,back top molar extracted swollen face numb but toothache sinus pain,4
tweet_300,anyone know good rap songs need make rap fun cd idea helllllpppp,4
tweet_301,exortabreedoll happen maids quit,0
tweet_302,awake anybody else awake wish lived us since fun happens asleep,1
tweet_303,at charle power lol damn savemart lost power could buy beer,8
tweet_304,mobile phone refuses charge either battery broken chargerrr booooo,4
tweet_305,kirsten613 oh wish would get sign something send let call meet something,4
tweet_306,kimberly625 hmmm thought sleeping too bad see videos tomorrow night,4
tweet_307,morning everyone sorry going early last night bad news felt totally crap today new day,1
tweet_308,wish parents put chinese school younger then much easier get job,1
tweet_309,anthonylucas iainfunnell yeah physically moving apparently reporting directly mr hayward,11
tweet_310,nayryelgiuq airport didnt show tonight homo,3
tweet_311,charloro jealous looks like schindler list toronto,4
tweet_312,want another tatt,2
tweet_313,avalonabsinthe come but erock left bah,3
tweet_314,so need make lot money tomorrow,2
tweet_315,nearly fell asleep jolted bed massive panic attack sure sleep,4
tweet_316,gays made 200 tonight,3
tweet_317,one people wrong world blames people great world living shit,1
tweet_318,mandyalwaysknws nope sleeping cuz live east coast,5
tweet_319,dravenreborn bet cool sr huh it stopped sweating since noon dad packing,3
tweet_320,meljachin eww dislike,1
tweet_321,tactical mistake going city library buying milk who knew ouch ouch ouch maybe good thing try uni,4
tweet_322,decided trans frm relaxed natural hair wish whole head looked like roots age instant gratification,3
tweet_323,suzydunkley sorry bout cat,1
tweet_324,needs increase salary http,3
tweet_325,stomach feels like touching ground so full,4
tweet_326,missed iron chef,1
tweet_327,thevowel ds version sucks,1
tweet_328,bad day,1
tweet_329,hates net ayaw bumukas ng twitter http,8
tweet_330,ugh internet,4
tweet_331,omg didnt tweet much today sadness,5
tweet_332,feeling giddy wanna go home,4
tweet_333,week wasnt without adam lambert performance,3
tweet_334,rockingjude the link work,3
tweet_335,up packing its last day youth camp,4
tweet_336,gossip girl when are you coming back chaceeeeeee,3
tweet_337,smh hiphop nursery rhymes,3
tweet_338,somebody please save polar bears,4
tweet_339,guess im staying home tonight movie ing,4
tweet_340,went cd store search cd but,1
tweet_341,buzzedition reminds weather month ago horrible hope well hugs,4
tweet_342,miss mom quot may angels lead quot,1
tweet_343,really android twitter app tweetie calibre,6
tweet_344,jacksonville beach walking cold ass water work morning ily lt gt,8
tweet_345,taylor no,3
tweet_346,can sleep sucks the one day sleep get go shopping mom ugh,1
tweet_347,crunchmonkey78 well got home till tmw 530p comcast right didnt miss,3
tweet_348,sleppytime really missing godfather right love wayne,1
tweet_349,so headache right sucks,1
tweet_350,finished color drawing come,7
tweet_351,jwray12 lakers baby lakers miss game tmwr work keep posted please,1
tweet_352,comfort food day pan mee though didnt taste good,1
tweet_353,damn drunk hot sucks,4
tweet_354,misses baby,1
tweet_355,sleeping paperwork,4
tweet_356,showered ice cold water sweating means one thing sick,4
tweet_357,midnight cry wish person wanted wanted right,4
tweet_358,mousebudden need follow real quick cause dm,3
tweet_359,poorly sleep,1
tweet_360,went pole class feeling discouraged hopeless cones dancing sexy moves spreading legs,4
tweet_361,roasterboy and poor unfortunate souls appear pants http,4
tweet_362,damohopo stephanieellen if told often wash hair would never speak,4
tweet_363,looks like another sleepless night dedicated homework sorry advance ms chapman,4
tweet_364,jessicaduncan http,4
tweet_365,didnt say goodnight,4
tweet_366,abguerraartist pussy damnit sending mail right btw,8
tweet_367,work tom,1
tweet_368,in hongkong international airport has wait hours next flight cebu,3
tweet_369,can sleep nothings tv,3
tweet_370,kalliet oh superseeded good enough,3
tweet_371,today say goodbye second good friend week dmp least sun shinning definately not working pm,1
tweet_372,fuckin transtelecom,12
tweet_373,really really bored guess go bed,10
tweet_374,syo dead met stranger 10 min ago he stalking store,4
tweet_375,sometimes things say hurt ones love unintentionally and never ever take back fix,1
tweet_376,nickkk sucks,1
tweet_377,dorkydeanna iiii know mean,3
tweet_378,having fever dont feel work,1
tweet_379,taking horse pills hoping get sleep tonight,4
tweet_380,busygod pgpm student pgpm student years back wish could stay one,3
tweet_381,missing meldibiase days pass quick enough,1
tweet_382,juliaiiivir hey that school hate place,8
tweet_383,working home today back killing doctor physio later today,1
tweet_384,awwww never noticed http,3
tweet_385,heavyharts sucks well state starts tomorrow im headin bed nitey nite,3
tweet_386,looks like going nice work today annoying choice,4
tweet_387,mygoldmask guys keep set list forgot ask one xx,3
tweet_388,first impression silverlight sadly based saw today quite problematic,3
tweet_389,pb jay hi fuck job,4
tweet_390,missing deeply,1
tweet_391,time go bed get go work,3
tweet_392,mrssunshine96 big vanessa going september going fast hard cuz im workin much miss alot,9
tweet_393,ravels sniff sniff take care ravels hopefully chatting soon in mean time hella miss,1
tweet_394,miss cheryl lucky want teleport,3
tweet_395,my nose runny head pounding teeth hurt like bitch man feel awful,4
tweet_396,want leave,1
tweet_397,headin home refreshed mind soul justa lil bit bac reality,11
tweet_398,good lord seen agency work upcoming open day money jam,9
tweet_399,wut,0
tweet_400,working but fridaaaayyyyy,12
tweet_401,at grove drag me hell hope suck,4
tweet_402,got home work 45 just finished cleaning now need eat dinner know want ugh oh well might eat,5
tweet_403,willynorthpole wish,1
tweet_404,miss little batty months old got sick always fun full life lt even end,1
tweet_405,fc finally time hate keeps happening,3
tweet_406,seriously bored without anyone talk tired enough sleep,3
tweet_407,morning hate mornings so offensive,1
tweet_408,keytar still give computer break omg,3
tweet_409,bed bed bed samuelasanders never answer texts anymore thought day sent one never heard back sad day,1
tweet_411,extremly deep,5
tweet_412,my little foster kittens getting big chubba winston going missed get amazing homes,9
tweet_413,one week till exam block,2
tweet_414,hoping fail english would sad,4
tweet_415,know would great for shoulder stop hurting sleep normal want need solid hours good sleep,4
tweet_416,leno last show tonight like better conan,3
tweet_417,mariuslt sorry bad driving experiences,1
tweet_418,monpio,3
tweet_419,already misses cmontecillo,1
tweet_420,plan may changes nooooooo,8
tweet_421,fiercebanana relisting fees complete sale sucks,5
tweet_422,echeers random,3
tweet_423,knew worn sars mask plane socal feeling beginnings sore throat,4
tweet_424,gutted bathroom still free early work going happen and need loo,1
tweet_425,ddlovato july long,3
tweet_426,laurelexmachina awww wish could stuck jab eyes knitting needles,4
tweet_427,astynes me wonder mnet show,5
tweet_428,wearing glasses gives headache,3
tweet_429,calvinharris stop talkin food haha fill like sum nw hha hows day goin starting,2
tweet_430,finished sewing night uploading pictures slidebar beach cant believe difficulties twitter,4
tweet_431,thank ddlovato cant wait ummm btw ima crash still sick,1
tweet_432,first work computer home laptop fucked,1
tweet_433,beer friday melbourne cbd mtub mini cmon thirsty lonely buggers making feel like scotty mates,4
tweet_434,debbylovespr know we came back 22 1st lose lead last minutes,4
tweet_435,gosh summer vacation almost philippines kinda sad wonder section,4
tweet_436,shanajaca but feltbeats page ms twitterworld 26 votes,3
tweet_437,pickleybaby twitter broken,4
tweet_438,sleep good night tweeties oc tomorrow hope pray rachyl gets better soon,3
tweet_439,rachelasha even saw news feeds archie website but believe choose veronica disappointed,4
tweet_440,hate sick miss cynthiasheree lucyowns larilync,1
tweet_441,woke up wanna stay in my bed,1
tweet_442,depressed included morcom gardens quiz facebook,4
tweet_443,dravenreborn yeah still totally high 60s soooo notlooking forward aug sept,4
tweet_444,upsidedown tomato plants died,1
tweet_445,so deep priecing soul,10
tweet_446,friday last much fun skint though,3
tweet_447,vocabularies know tell anyone dont know dad told famz yet think taking online,4
tweet_448,ddlovato caan iht be earlier icant wait that long ahar,1
tweet_449,my children promised birthday brekkie bed there problem bugger food house,4
tweet_450,studio created open season google look dvd downstairs feeling lazy,2
tweet_451,times changing,3
tweet_452,prncsztalia hate,1
tweet_453,time tv bed then spending day catching studying hate online summer classes,8
tweet_454,slickiris video available us foreigners,3
tweet_455,http,1
tweet_456,prime8507 pc agree we problem we must stop spending work,4
tweet_457,jonaswebcast missed,1
tweet_458,waiting get picked,3
tweet_459,so exhausted sleep like nights,1
tweet_460,gonna miss live comet action tomorrow go take care cousins access interwebz,1
tweet_461,lol cant drink,5
tweet_462,bill compton wii twitter,5
tweet_463,nothinbutsin sorry hear,1
tweet_464,morning sports day today three legged race weefeetfrankie mr pettigrew said aloud trip,4
tweet_465,just found drink bar booo missing e1 palomino no cheers sad face,1
tweet_466,cannot sleep hours tossing turning,4
tweet_467,omg going die swine flu go melbourne,4
tweet_468,packing like,12
tweet_469,someone make cofffeeeeeee,3
tweet_470,crispynoodles plus deposited tax return cheque first time years clear immediately,4
tweet_471,ashleighryder knooww amp hot water bottle iss whangamata without ahhhhh,4
tweet_472,my nose stuffy,3
tweet_473,last night newport,3
tweet_474,charlieboy808 thanks rt sorry new place domestics,11
tweet_475,ok shoe club cool its fun poppin except ppl tryna dance wit,9
tweet_476,aright twitter fam guess ima outties gonna try sleep horrible pain,3
tweet_477,wish could attend e3 year but small events like nba stanley cup finals keep getting way work work work,4
tweet_478,chrisontv88 btw wimp,1
tweet_479,kaseypoteet lol yeah yeah big perv was hoping see next week scrapped plans,11
tweet_480,rejecting food substances,4
tweet_481,back vienna sooo tired luggage lost manchester great good outcome seminar mbs amp great people around,8
tweet_482,wanna go back work sleepy time,1
tweet_483,watching the biggest loser hallmark never fails make cry nyeh,3
tweet_484,zaharh sucks old actually,3
tweet_485,thinking getting work,4
tweet_486,still confuse,3
tweet_487,naughty girl tonight dissappointed,4
tweet_488,just saw fox getting freeway hope goes home,5
tweet_489,scratch sleep stage bound,3
tweet_490,recapping britains got talent britain seems talented america,5
tweet_491,laurelexmachina swimming go,3
tweet_492,johnpopham morning john yes however diary clash sadly attend,1
tweet_493,yea saw really sad commercial,1
tweet_494,hmmm using tinytwitter small non touch screen really much fun,1
tweet_495,plantweb lettuce amp spinach best cool weather live florida much luck growing,7
tweet_496,ikramshahnawaz oh love em think kind preservatives using stay quot baked quot kinda makes sick,6
tweet_497,ccburns unfortunately,3
tweet_498,emlevins,3
tweet_499,needs new phone,0
tweet_500,back school almost weekend oh wait gotta work eight four tonight,4
tweet_501,loved johnny carson going hate seeing jay leno go,1
tweet_502,even though everyone wanted newish song teacher agreed old grumpy like us happy haha,1
tweet_503,english essay amp wtf done long time ago assigned last thursday,4
tweet_504,tiff tiff marie think much,4
tweet_505,razitul ya suffering whole day yesterday met dentist feel bit better still look like rocky balboa though,1
tweet_506,gqbound end really eating snacks sigh,4
tweet_507,finally internet the server phoenix fucked,5
tweet_508,ups ketauan cabut nih gimana dong,3
tweet_509,harishk krist0ph3r saurabh sorry guys drop trip personal commitments,4
tweet_510,get callback play cried oh well guess back techie,1
tweet_511,uniquemakis awesome wish could fly see,9
tweet_512,lunafactor kinda wish went fall asleep,1
tweet_513,off bed still exhausted vegas,3
tweet_514,charleyboorman http,4
tweet_515,took hour nap work today able sleep night this bummer,3
tweet_516,jetwolf know enjoy watching two twitter about entertaining comic that miss,7
tweet_517,loving lil ken absolutely dreading saying goodbye less week,3
tweet_518,all want sit back amp relax little how difficult,4
tweet_519,zhenerak thought best friend,4
tweet_520,fall asleep on me again but know feels lol drag me to hell tonight quite excited,1
tweet_521,god cant even catch public transport swine flu shit house,4
tweet_522,dad said trip uk cancelled due da swine flu ooops sorry abang,4
tweet_523,hahaha alright,6
tweet_524,someone take la need to see the lemon tree,9
tweet_525,um think text msgs quot subject line quot fail,1
tweet_526,tummy ache,1
tweet_527,math quiz if meow allergies meow allergies,5
tweet_528,wants see friends http,6
tweet_529,said quot wipe slate clean quot jelly,3
tweet_530,hiracdelest one always working oh yeah still,9
tweet_531,seanpercival unless invite comes beta key going much help,3
tweet_532,johnny exp live,3
tweet_533,finsh work eleven is that even allowd cauz really dont want lol,1
tweet_534,is anybody sooo bored,0
tweet_535,amandamallard chaseton either please die heart really sad,1
tweet_536,omgjoker feels like hot box matter go still feels like hot box ice cream working,4
tweet_537,aannniieee uuuugh hate everything,4
tweet_538,gosh today weather horriterrible extreme hotness losing lot water weight nothing http,4
tweet_539,is taking moment reflect want annonymity back fb is safe say anything someone else another friend,4
tweet_540,pastorpeterko hey peter thanks follow so many sydney pastors tweet shame bris pastors twitter behind,5
tweet_541,sha da asshole cant im sister house net tonite,3
tweet_542,damn hi facebook wrong add photos,3
